SISN,REFA,HEADING,DATEEX_BEGINNING,DATEEX_END,FUN,ADM,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,SOURCE,SUC_1,SUC_2,SUC_3,SUC_4,DATECONT_1_BEGINNING,DATECONT_1_END,CONTAG_1,DATECONT_2_BEGINNING,DATECONT_2_END,CONTAG_2,DATECONT_3_BEGINNING,DATECONT_3_END,CONTAG_3,DATECONT_4_BEGINNING,DATECONT_4_END,CONTAG_4,DATECONT_5_BEGINNING,DATECONT_5_END,CONTAG_5,DATECONT_6_BEGINNING,DATECONT_6_END,CONTAG_6,DATECONT_7_BEGINNING,DATECONT_7_END,CONTAG_7,DATECONT_8_BEGINNING,DATECONT_8_END,CONTAG_8,DATECONT_9_BEGINNING,DATECONT_9_END,CONTAG_9,DATECONT_10_BEGINNING,DATECONT_10_END,CONTAG_10,DATECONT_11_BEGINNING,DATECONT_11_END,CONTAG_11,DATECONT_12_BEGINNING,DATECONT_12_END,CONTAG_12,DATECONT_13_BEGINNING,DATECONT_13_END,CONTAG_13,DATECONT_14_BEGINNING,DATECONT_14_END,CONTAG_14,AUTHTP_1,AUTHTP_2,NAME,AA,PAR_1,PAR_2,PAR_3,PAR_4,SEEALSO,PRED_1,PRED_2,PRED_3,PRED_4,PRED_5,RULES,STATUSA,WEBA
3782,AA72,Ontario. Ministry of the Attorney General,,1972,"The Ministry of the Attorney General is responsible for the administration and delivery of justice services to all communities in Ontario. The Ministry also conducts and regulates criminal proceedings through a regional system of Crown Attorneys; advises government ministries, agencies and tribunals in their legal matters, including constitutional questions, and conducts and regulates civil litigation for them; and coordinates the administration of court services in Ontario by operating the courts, court offices, and Crown Attorney's offices.","The Ministry of the Attorney General was established in 1972, replacing the former Department of Justice. Although the composition of the Ministry has changed often in the years since its establishment, there have been several primary divisions that have existed. These include:  the Legislative Counsel; the Policy Division; the Criminal Law Division; the Civil Law Division; and the Courts Administration Division. Agencies which have reported to the Ministry include the Ontario Law Reform Commission, the Board of Negotiation, the Criminal Injuries Compensation Board, the Land Compensation Board, the Ontario Municipal Board, and the Ontario Legal Aid Plan.",MAG.,MPG,,,,,,,,,,"Annual Reports of the Ministry of the Attorney General, 1974-1992. Government of Ontario Telephone Directories, 1973-2005. KWIC Indexes, 1977-1997. Canadiana Name Authorities, 1996-12-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of the Attorney General,,,,,,,Ontario. Dept. of Justice,,,,,Rules for Archival Description,Approved,Y
3783,AA65,Ontario. Ministry of the Environment (1972-1993),,,"The Ministry of the Environment was responsible for ensuring that acceptable standards with respect to the air, water and land quality of the province, were maintained. Activities included: air quality management and auto emission controls; waste management; water management; provision of sewage and water facilities and regulation of septic tanks; meteorology; environmental assessment; and the operation of laboratories for environmental research.","The Ministry of the Environment was established in 1972, with the merging of the Department of the Environment with the Ontario Water Resources Commission. Although the administrative structure of the Ministry changed often during its existence, certain core functions remained constant, including water and air quality management, environmental assessment and laboratory services. As government involvement in environmental monitoring and control expanded, new or more specialized areas of concern, such as hazardous contaminants, emerged as areas of sufficient importance to deserve their own branches. A number of boards, agencies and commissions grew up around the Ministry in response to legislation and the need for community and technical input to Ministry decisions. These included the Environmental Assessment Board, the Environmental Appeal Board, the Pesticides Advisory Committee, and the Ontario Waste Management Corporation. In 1993, the Ministry of the Environment was amalgamated with the Ministry of Energy to form the Ministry of the Environment and Energy.",MOE.,MEO,,,,,,,,,,"Canadiana Name Authorities, 1996-12-24. KWIC Indexes, 1975-1996. Government of Ontario Telephone Directories, 1972-1996",Ontario. Ministry of Environment and Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of the Environment,,,,,,,Ontario. Dept. of the Environment.,Ontario Water Resources Commission,,,,Rules for Archival Description,Approved,Y
3784,AA97,Ontario. Ministry of the Environment (1997-2002),,,"The Ministry of the Environment was the lead ministry responsible for restoring, protecting and enhancing the environment to ensure public health and environmental quality. The ministry set policies, standards, rules and regulations to protect the environment, enforced said rules, and encouraged conservation activities. The Ministry of the Environment carried out its duties through the following four functions: Environmental Monitoring, Research and Analysis; Environmental Protection Policies and Standards Development; Environmental Inspection, Investigation and Enforcement; and Environmental Conservation and Stewardship.","The Ministry of the Environment was created in late 1997 when the Ministry of Environment and Energy was divided to form the Ministry of the Environment and the Ministry of Energy, Science and Technology. It was dissolved on April 15, 2002 when it merged with the Energy Division of the Ministry of Energy, Science and Technology to form the Ministry of Environment and Energy: a merger which lasted just over four months.",MOE.,MEO.,Ministry of the Environment and Climate Change,,,,,,,,,"KWIC Index 1997-2006. Functional Analysis for MOE, 2006",Ontario. Ministry of Environment and Energy (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of the Environment (1997-2002),,,,,,,Ontario. Ministry of Environment and Energy,,,,,Rules for Archival Description,Approved,Y
3786,AA82,Ontario. Ministry of the Solicitor General and Correctional Services,,,"The Ministry of the Solicitor General and Correctional Services wass responsible for police services, public safety and security, the operation of correctional facilities, and the provision of probation and parole services in Ontario for adult male and female offenders, and phase II young offenders.","The Ministry of the Solicitor General and Correctional Services was formed on February 3, 1993, from the merging of the Ministry of the Solicitor General with the Ministry of Correctional Services. The Ministry consists of six primary divisions - Corporate Services, Correctional Services, Information Resources, Policing Services, Public Safety, and the Ontario Provincial Police (OPP). In 1997, however, the Corporate Services Division and the Information Resources Division, were replaced with the Integrated Justice Corporate Services Division and the Integrated Justice Technology Division, respectively. The various jails, detention centres, treatment centres and young offenders facilities in Ontario are administered by the Ministry through the Correctional Services Division. Agencies which reported to the Ministry include the Animal Care Review Board, the Coroners Council, the Fire Code Commission, the Ontario Board of Parole, the Ontario Civilian Commission on Police Services, and the Ontario Police Arbitration Commission. In 1999, the Ministry of the Solicitor General and Correctional Services was divided into the Ministry of the Solicitor General and the Ministry of Correctional Services.",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. KWIC Indexes, 1993-1997. ONTERM government translation database",Ontario. Ministry of Correctional Services (1999-2002).,Ontario. Ministry of the Solicitor General (1999-2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of the Solicitor General and Correctional Services,,,,,,,Ontario. Ministry of the Solicitor General (1972-1993).,Ontario. Ministry of Correctional Services (1972-1993),,,,Rules for Archival Description,Approved,Y
3787,AA6,Ontario. Ministry of Tourism and Recreation (1982-1993),,,"The Ministry of Tourism and Recreation formulated policies and delivered programs and services to support tourism and recreation development and promotion in Ontario. Activities of the Ministry included conducting promotions and marketing within and outside the province; assisting tourist facilities operators; maintaining government- sponsored attractions; and providing recreation, sports and fitness resources to municipalities and provincial organisations.","The Ministry of Tourism and Recreation was formed in 1982 out of the merging of the Tourism Division of the Ministry of Industry and Tourism with the Community Programs, Sports and Recreation Division of the Ministry of Culture and Recreation. The Minister of Tourism and Recreation was assisted by a Deputy Minister, and two Assistant Deputy Ministers - one in charge of the Tourism Division, and the other responsible for the Recreation Division. In addition, the Ministry also consisted of a Planning and Administration Division (1982-1987); a Corporate Management Services Division (1988-1993); and a Tourism and Recreation Operations Division (1984- 1993). In 1990, a third Assistant Deputy Minister was added to head the Expositions and Attractions Division. Agencies which reported to the Ministry included the Niagara Parks Commission, the St. Lawrence Parks Commission, the Trillium Foundation, Ontario Place, the Ontario Lottery Corporation, and the Huronia Historical Advisory Council. In 1993, the Ministry amalgamated with the Culture Division of the Ministry of Culture and Communications and was renamed the Ministry of Culture, Tourism and Recreation.",,,,,,,,,,,,"Ontario. Ministry of Industry and Tourism. Industry, Trade and Tourism Review, 1974. Government of Ontario Telephone Directories, 1992-1992. Canadiana Name Authorities, 1996-12-24","Ontario. Ministry of Culture, Tourism and Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Tourism and Recreation,,,,,,,Ontario. Ministry of Industry and Tourism.,Ontario. Ministry of Culture and Recreation,,,,Rules for Archival Description,Approved,Y
3789,AA34,Ontario. Ministry of Transportation and Communications,,,"The Ministry of Transportation and Communications was responsible for the design, construction and maintenance of Ontario's highway system, and for providing road construction and maintenance subsidies to municipalities. The Ministry was also responsible for driver licensing and all aspects of motor vehicle licensing and safety. In addition, the Ministry represented the rights of Ontario citizens in the communications field and was responsible for regulating telephone services under provincial jurisdiction.","The Ministry of Transportation and Communications was created on April 1, 1972 when the Department of Transportation and Communications was renamed as part of an overall government restructuring. The Ministry consisted of a number of branches and divisions which were grouped together under the administration of either the Deputy Minister or one of four Assistant Deputy Ministers. The functional areas over which the Assistant Deputy Ministers presided were Finance and Administration, Safety and Regulations (known as Drivers and Vehicles until 1980), Engineering and Construction (known as Operations until 1980), and Provincial and Municipal Transportation. Agencies which reported to the Ministry included the Ontario Highway Transport Board, the Ontario Telephone Services Commission, the Toronto Area Transit Operating Authority and GO Transit, and the License Suspension Appeal Board. In September 1987, the Communications Division of the Ministry was transferred to the Ministry of Culture and Communications. With this change, the Ministry of Transportation and Communications was renamed simply the Ministry of Transportation.",,,,,,,,,,,,"Government of Ontario Telephone Directories, 1972-1988. KWIC Indexes, 1977-1988. Ministry of Transportation and Communications Annual Reports. Canadiana Name Authorities, 1996-12-24",Ontario. Ministry of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Transportation and Communications,,,,,,,Ontario. Dept. of Transportation and Communications,,,,,Rules for Archival Description,Approved,Y
3790,AA88,Ontario. Ministry of Treasury and Economics,,,"The Ministry of Treasury and Economics was responsible for recommending financial, economic, accounting and taxation policies to the Ontario Cabinet. The Ministry also supervised, directed and controlled all financial, statistical and accounting functions of the Government and was responsible for managing the Consolidated Revenue Fund.","The Ministry of Treasury and Economics was established in 1978 with the division of the  Ministry of Treasury, Economics and Intergovernmental Affairs into two separate Ministries. With this change, the title of the presiding Minister was changed from the ""Treasurer of Ontario and Minister of Economics and Intergovernmental Affairs"" to the ""Treasurer of Ontario and Minister of Economics"". The various branches of the Ministry were divided into four primary divisions or offices. These were the Administration Division(formerly Support Services), the Office of the Treasury, the Office of the Budget and Intergovernmental Finance, and the Office of Economic Policy. In 1991, a new Treasury Board (the old Treasury Board, established in 1886, having been replaced with the Management Board of Cabinet in 1971) was established within the Ministry of Treasury and Economics. This Board assumed responsibility over the financial management of the provincial government, previously a function of the Management Board of Cabinet. Agencies which reported to the Ministry included the Ontario Economic Council, the Ontario Municipal Employees Retirement Board, the Ontario Municipal Improvement Corporation, the Stadium Corporation of Ontario, Ltd., the Teacher's Superannuation Commission, the Inflation Restraint Board, the Ontario Universities Capital Aid Corporation, and the Ontario Education Capital Aid Corporation. In 1993, the Ministry of Treasury and Economics was amalgamated with the Ministry of Revenue and the Ministry of Financial Institutions to form the Ministry of Finance.",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. KWIC Indexes, 1978-1993. Government of Ontario Telephone Directories, 1978-1993",Ontario. Ministry of Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Treasury and Economics,,,,,,,"Ontario. Ministry of Treasury, Economics and Intergovernmental Affairs",,,,,Rules for Archival Description,Approved,Y
3793,AA104,Ontario. Provincial Secretariat for Justice,,,"The Provincial Secretariat for Justice provided analytical and research support to assist the Cabinet Committee on Justice in co- ordinating and developing policies in areas such as law enforcement, court administration, protection of citizens' rights, and the rehabilitation of offenders.","The Provincial Secretariat for Justice was established in 1972 as part of a general administrative reorganization of the Government of Ontario. With this reorganisation, the Ministries of the Government, with a few exceptions, were grouped into three common areas of interest called policy fields. The three policy fields established were the Justice Policy Field, the Social Development Policy Field and the Resources Development Policy Field. Cabinet Committees were established for each field, to be chaired by a Provincial Secretary given Cabinet Minister status, and to be responsible for co-ordinating and developing policies for the various Ministries which formed that policy field. In addition, Secretariats were established for each field in order to provide analytical and research support to the Provincial Secretaries and the Cabinet Committees. As such, the Provincial Secretariat for Justice provided support services to the Cabinet Committee on Justice, which was responsible for the development of policies for the Ministry of the Attorney General, the Ministry of the Solicitor General, the Ministry of Correctional Services, and the Ministry of Consumer and Commercial Relations. The Secretariat enjoyed considerable influence over the formulation of government policy during the years 1972-1974, but saw its influence erode as the  Ministries reasserted their control over policy development. The Secretariat was disbanded by Premier Frank Miller in 1985.",Ontario. Justice Policy Field,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. Government of Ontario Telephone Directories. KWIC Indexes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Provincial Secretariat for Justice,,,,,,,,,,,,Rules for Archival Description,Approved,Y
3794,AA106,Ontario. Provincial Secretariat for Resources Development,,,The Provincial Secretariat for Resources Development provided analytical and research support to the Provincial Secretary for Resources Development to assist him in his capacities as Chairman of the Cabinet Committee on Resources Development and as Chairman of the Cabinet Committee on Native Affairs. The Secretariat was also responsible for co-ordinating Legislation on privacy and access to information.,"The Provincial Secretariat for Resources Development was established in 1972 as part of a general administrative reorganization of the Government of Ontario. With this reorganization, Ministries, with a few exceptions, were grouped into three common areas of interest called ""policy fields"". The three policy fields established were the Justice Policy Field, the Social Development Policy Field and the Resources Development Policy Field. Cabinet Committees were established for each field, to be chaired by a Provincial Secretary given Cabinet Minister status, and to be responsible for co-ordinating and developing policies for the various Ministries which formed that policy field. In addition, Secretariats were established for each field to provide analytical and research support to the Provincial Secretaries and the Cabinet Committees. As such, the Provincial Secretariat for Resources Development provided support services to the Cabinet Committee on Resources Development, which was responsible for co- ordinating and developing policies for the Ministries of Agriculture and Food, Natural Resources, Environment, Energy, Industry and Tourism, Culture and Recreation, Municipal Affairs and Housing, Labour, and Transportation and Communications. In addition, the Secretariat provided support to the Cabinet Committee on Native Affairs, which was also chaired by the Provincial Secretary of Resources Development. In 1975, the Niagara Escarpment Commission was transferred to the Provincial Secretariat for Resources Development from the Ministry of Treasury, Economics and Intergovernmental Affairs. The Secretariat enjoyed considerable influence over the formulation of government policy during the years 1972-1974, but saw its influence erode as the Ministries reasserted their control over policy development. The Secretariat was disbanded by Premier Frank Miller in 1985.",Ontario. Resources Development Policy Field,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. Government of Ontario Telephone Directories. KWIC Indexes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Provincial Secretariat for Resources Development,,,,,,,,,,,,Rules for Archival Description,Approved,Y
3795,AA105,Ontario. Provincial Secretariat for Social Development,,,"The Provincial Secretariat for Social Development provided analytical and research support to assist the Cabinet Committee on Social Development in the co-ordination and development of government policies in the areas of youth, the family, rehabilitation services, seniors and group homes.","The Provincial Secretariat for Social Development was established in 1972 as part of a general administrative reorganization of the Government of Ontario. With this reorganisation, the Ministries of the Government, with a few exceptions, were grouped into three common areas of interest called policy fields. The three policy fields established were the Justice Policy Field, the Social Development Policy Field and the Resources Development Policy Field. Cabinet Committees were established for each field, to be chaired by a Provincial Secretary given Cabinet Minister status, and to be responsible for co-ordinating and developing policies for the various Ministries which formed that policy field. In addition, Secretariats were established for each field in order to provide analytical and research support to the Provincial Secretaries and the Cabinet Committees. As such, the Provincial Secretariat for Social Development provided support services to the Cabinet Committee on Social Development, which was responsible for co- ordinating and developing policies for the Ministries of Education, Colleges and Universities, Community and Social Services, Citizenship and Culture, and Health. Agencies that reported to the Ontario Government through the Secretariat included the Ontario Youth Secretariat, the Seniors Secretariat, and the Rehabilitation Services office. In addition several advisory councils reported to the Secretariat including the Advisory Council on the Physically Handicapped, the Advisory Council on Senior Citizens, the Advisory Council on Multiculturalism, and the Ontario Status of Women Council. The Secretariat enjoyed considerable influence over the formulation of government policy during the years 1972-1974, but saw its influence erode as the  Ministries reasserted their control over policy development. The Secretariat was disbanded by Premier Frank Miller in 1985.",Ontario. Social Development Policy Field,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. Government of Ontario Telephone Directories. KWIC Indexes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Provincial Secretariat for Social Development,,,,,,,,,,,,Rules for Archival Description,Approved,Y
3796,AA99,Ontario. Treasury Board (1886-1971),,,The Treasury Board of Cabinet was responsible for reviewing government expenditures and ensuring effective use of public money.,"The Treasury Board was originally established in 1886 as a Committee of the Executive Council. The provincial Treasurer served as the chair of the committee. During the period prior to 1950, the Board had little power, met infrequently and had no permanent staff. Its primary role during this period was to review and approve Special Warrants and Treasury Board Orders to meet shortfalls in departmental estimates. The development of the government in the wake of the depression and war, however, quickly overwhelmed the ability of the existing system to deal with demands on government revenues. A private firm of auditors, Woods, Gordon and Company, recommended a complete revision of the act and the functions of the Treasury Board to deal with the new situation. This revision took the form of the ""Financial Administration Act"" of 1954, which stipulated that the Board would consist of the Treasurer as Chair, along with four to seven members of the Executive Council, and that this body would serve as the Committee of the Executive Council on all matters relating to finance, revenues, estimates, expenditures and any other matter concerning general administrative policy of the Government of Ontario. The Board was also given the power to call witnesses and compel the production of documents from the public service relating to financial administration and to make regulations relating to the administration of public money and the efficient administration of the public service. In 1962, a permanent Treasury Board Secretariat was established in order to provide advice and analysis to the Treasury Board on government programs and expenditures. In 1971, the Treasury Board was renamed the Management Board of Cabinet with expanded responsibilities for personnel management.",,,,,,,,,,,,"MacTaggart, Hazel. Publications of the Government of Ontario, 1956-1971 (1975). Inv. 27 - Management Board",Ontario. Management Board of Cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Treasury Board,,,,,,,,,,,,Rules for Archival Description,Approved,Y
5406,AA1133,Ontario. Ministry of the Solicitor General (1999-2002),,,"The Ministry of the Solicitor General oversees law enforcement and public safety across Ontario, through coordinating the activities of agencies such as the Ontario Provincial Policy, the Office of the Fire Marshal, and the Office of the Chief Coroner.","The Ministry of the Solicitor General was created on June 17, 1999 when the Ministry of the Solicitor General and Correctional Services was divided into two new ministries. The ministry ceased to exist in April, 2002 when it was amalgamated with the Ministry of Correctional Services to form the new Ministry of Public Safety and Security.",,,,,,,,,,,,"Press Release, Office of the Premier of Ontario, June 17, 1999. Ministry of Public Safety and Security Business Plan 2002-2003",Ontario. Ministry of Public Safety and Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of the Solicitor General,,,,,,,Ontario. Ministry of the Solicitor General and Correctional Services,,,,,Rules for Archival Description,Approved,Y
5407,AA114,Ontario. Ministry of Correctional Services (1999-2002),,,"The Ministry of Correctional Services is responsible for the provision of a wide range of custodial and community-based services for adult and young offenders in Ontario. It operates jails, detention centres, correctional centres, treatment centres, and probabation and parole offices.","The Ministry of Correctional Services was formed on June 17, 1999 when the former Ministry of the Solicitor General and Correctional Services was divided into two new ministries. The ministry ceased to exist in April, 2002 when it was amalgamated with the Ministry of the Solicitor General to form the new Ministry of Public Safety and Security.",,,,,,,,,,,,"Press Release, Office of the Premier of Ontario, June 17, 1999. Ministry of Public Safety and Security Business Plan, 2002-2003",Ontario. Ministry of Public Safety and Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Correctional Services (1999-2002),,,,,,,Ontario. Ministry of the Solicitor General and Correctional Services,,,,,Rules for Archival Description,Approved,Y
5408,AA115,"Ontario. Ministry of Training, Colleges and Universities (1999-2016)",,,"The Ministry of Training, Colleges and Universities was responsible for programs and policies regarding post-secondary education in Ontario.","The Ministry of Training, Colleges and Universities was created on June 17, 1999 when the Ministry of Education and Training was divided into the Ministry of Education and the Ministry of Training, Colleges and Universities. In 2016, the Ministry was renamed the Ministry of Advanced Education and Skills Development",,,,,,,,,,,,"Press Release, Office of the Premier, June 17, 1999. Correspondence from Ministry of Advanced Educaton and Skills Development, 2017",Ontario. Ministry of Advanced Education and Skills Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,"Ministry of Training, Colleges and Universities",,,,,,,Ontario. Ministry of Education and Training,,,,,Rules for Archival Description,Approved,Y
5470,AA117,Ontario. Ministry of Health and Long-Term Care,,1999,"The Ministry of Health and Long-Term Care is responsible for administering the health care system and providing services to the Ontario public through such programs as health insurance, drug benefits, assistive devices, care for the mentally ill, long-term care, home care, community and public health, and health promotion and disease prevention. It also regulates hospitals and nursing homes, operates psychiatric hospitals and medical laboratories, and co-ordinates emergency health services.","The Ministry of Health and Long-Term Care was created on June 17, 1999 and replaced the former Ministry of Health.",,,,,,,,,,,,"Press release from the Office of the Premier of Ontario, June 17, 1999. Web site of the Ministry of Health and Long-Term Care.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Health and Long-Term Care,,,,,,,Ontario. Ministry of Health,,,,,Rules for Archival Description,Approved,Y
6424,AA121,Ontario. Ministry of Citizenship (2001-2003),,,"The Ministry of Citizenship enforces human rights legislation, encourages the arts and cultural industries, protects Ontario's heritage; encourages safe involvement in sport, recreation and physical activity for the health, social and economic benefit of Ontarians and the communities in which they live; promotes the safety and economic independence of women; and to promote policies that assist the quality of life for seniors.","The Ministry of Citizenship was established on February 8, 2001, assuming functions formerly held by the Ministry of Citizenship, Culture and Recreation. In October of 2003, upon the accession of the McGuinty government, the Ministry was succeeded by the Ministry of Citizenship and Immigration.",,,,,,,,,,,,Ministry Web Site; Press release from the Premier's office.,Ontario. Ministry of Citizenship and Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Citizenship,,,,,,,"Ontario. Ministry of Citizenship, Culture and Recreation",,,,,Rules for Archival Description,Approved,Y
7040,AA132,Ontario. Ministry of Aboriginal Affairs,,,"The Ministry of Aboriginal Affairs was created as a stand-alone entity with the following express purpose: to build a stronger relationship with Aboriginal people and speed up the resolution of outstanding issues. As the direct successor of the Ontario Native Affairs Secretariat, its mandate continued to be to provide corporate Aboriginal policy development and management support, and to negotiate and settle land claims. It also monitors where appropriate, self-government negotiations led by the federal government.","The Ministry of Aboriginal Affairs was created in June, 2007. A Minister Responsible for Native Affairs had existed within the Ontario government since about 1985. In June 2016, the ministry was replaced by the Ministry of Indigenous Relations and Reconciliation as part of Ontario's response to the Truth and Reconciliation Commission of Canada. David Ramsay, also Minister of Natural Resources, was sworn in as Minister of Aboriginal Affairs, while Marg Rappolt, formerly the Deputy Minister of Health Promotion and Deputy Minister of the Ontario Secretariat for Aboriginal Affairs, was appointed Deputy Minister of the Ministry of Aboriginal Affairs. In addition to the Office of the Deputy Minister and the Office of the Assistant Deputy Minister, the Ministry was initially divided into six functional units: Policy and Relationships Branch, Ipperwash Response Team, Negotiations Branch, Legal Services Branch, Communications Branch, and Business Services Unit.",,,,,,,,,,,,Ministry of Aboriginal Affairs website: http://www.aboriginalaffairs.gov.on.ca/english/onas.htm,Ontario. Ministry of Indigenous Relations and Reconciliation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Aboriginal Affairs,,,,,,,Ontario Native Affairs Secretariat,,,,,Rules for Archival Description,Review,Y
7483,AA120,Ontario. Ministry of Consumer and Business Services,,,"The Ministry of Consumer and Business Services delivered consumer protection, business regulation, property, business and vital events registration, and integrated information and services delivery to consumers and businesses.","The Ministry of Consumer and Business Services was established on February 8, 2001, replacing the former Ministry of Consumer and Commercial Relations. It ceased to exist in 2005, and its responsibilities were assumed by the new Ministry of Government Services.",,,,,,,,,,,,"Ministry Website. Press release from the Premier of Ontario, KWIK indexes and Government phone books (2005-2006)",Ontario. Ministry of Government Services (2005- ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Consumer and Business Services,,,,,,,Ontario. Ministry of Consumer and Commercial Relations,,,,,Rules for Archival Description,Approved,Y
7491,AA122,"Ontario. Ministry of Tourism, Culture and Recreation",,,"The Ministry of Tourism, Culture and Recreation supports Ontario's tourist industry, cultural industries, and amateur sport and recreation.","The Ministry of Tourism, Culture and Recreation was formed on February 8, 2001, and was formed from a merger of the Ministry of Tourism with the culture and recreation functions of the Ministry of Citizenship, Culture and Recreation. In April 2002, the Ministry of Tourism, Culture and Recreation was disbanded when the culture functions and responsibilities of the ministry were transferred to the newly formed Ministry of Culture. The tourism and recreation functions were merged to create the new Ministry of Tourism and Recreation.",,,,,,,,,,,,Ministry Web Site. Press Release from the Premier's Office.,Ontario. Ministry of Culture.,Ontario. Ministry of Tourism and Recreation (2002-2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,"Ministry of Tourism, Culture and Recreation",,,,,,,Ontario. Ministry of Tourism.,"Ontario. Ministry of Citizenship, Culture and Recreation",,,,Rules for Archival Description,Review,Y
7520,AA125,Ontario. Ministry of Public Safety and Security,,,"The Ministry of Public Safety and Security is responsible for programs that protect the public interest in three broad areas: public security and counter-terrorism, correctional services and police and emergency services. It is responsible for overseeing law enforcement including the Ontario Provincial Police, private investigators, fire and ambulance services, Office of the Chief Coroner, Centre of Forensic Sciences, Office of the Fire Marshal, and Emergency Management Ontario. The ministry is also responsible for managing Ontario's adult and young offender correctional facilities, the Ontario Parole and Earned Release Board and provincial probation and parole offices.","The Ministry of Public Safety and Security was created on April 15 2002, with the amalgamation of the Ministry of the Solicitor General and the Ministry of Correctional Services. The ministry was replaced in November 2003 by the Ministry of Community Safety and Correctional Services.",,,,,,,,,,,,KWIC Index to Services - 2002,Ontario. Ministry of Community Safety and Correctional Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Public Safety and Security,,,,,,,Ontario. Ministry of Correctional Services (1999-2002).,Ontario. Ministry of the Solicitor General (1999-2002),,,,Rules for Archival Description,Approved,Y
7873,AA126,Ontario. Ministry of Community Safety and Correctional Services,,2003,"The Ministry of Community Safety and Correctional Services is responsible for the safety and security of communities across Ontario through policing, correctional services and emergency services programs. It is responsible for overseeing law enforcement including the Ontario Provincial Police, private investigators, fire and ambulance services, Office of the Chief Coroner, Centre of Forensic Sciences, Office of the Fire Marshal, and Emergency Management Ontario. The ministry is also responsible for managing Ontario's adult and young offender correctional facilities, the Ontario Parole and Earned Release Board and provincial probation and parole offices.",The Ministry of Public Safety and Security was renamed the Ministry of Community Safety and Correctional Services in November 2003. Most of the functions of the new ministry are similar to those of its predecessor.,,,,,,,,,,,,KWIC Index to Services - 2002. Government of Ontario Telephone Directory - 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Community Safety and Correctional Services,,,,,,,Ontario. Ministry of Public Safety and Security,,,,,Rules for Archival Description,Approved,Y
